,a0,a1,a2,a3,a4,v0.0,v0.1,v0.2,v0.3,v1.0,v1.1,v1.2,v1.3,v2.0,v2.1,v2.2,v2.3,v3.0,v3.1,v3.2,v3.3,v4.0,v4.1,v4.2,v4.3,t0.0,t0.1,t0.2,t0.3,t1.0,t1.1,t1.2,t1.3,t2.0,t2.1,t2.2,t2.3,t3.0,t3.1,t3.2,t3.3,t4.0,t4.1,t4.2,t4.3,z_trans,z,b0.0,b0.1,b0.2,b0.3,b1.0,b1.1,b1.2,b1.3,b2.0,b2.1,b2.2,b2.3,b3.0,b3.1,b3.2,b3.3,b4.0,b4.1,b4.2,b4.3,likelihood,penalty,bic,subj_idx,noise,umixturecoef
0,0.48997645021887665,0.5068945000546392,0.5219436057544827,0.485258771901974,0.5739830284407744,1.2262722265423307,1.9207449967322112,2.115547884181689,2.4458277918425813,1.0968299263081718,1.9209016140093316,2.447891407799284,2.388090648416284,0.8193828638522046,1.9784603006201171,1.793640954703788,2.796982929664869,0.7713429860836897,2.1762068663265426,2.5246928781335423,3.3017333359479455,0.8981632470111856,1.533187582198784,2.1563730536931014,2.5717830616226514,0.4842101310866673,0.4808975182949866,0.4836637951571586,0.479907411883839,0.48741311158704365,0.4956991299420257,0.482412058856748,0.474049890905883,0.46655229119271585,0.48572151259441626,0.4763922622651265,0.4949843452068455,0.545047126931343,0.5009034669554252,0.5064319104324099,0.5335628068561803,0.4565814155979159,0.47763914510748456,0.48105734142520945,0.4652381827650406,-0.7939338697608154,0.31132461605974976,-0.5281255149857228,0.17298692407955754,0.3670485811263752,0.6991353366098735,-0.9576684918412608,-0.1438495065497811,0.40913516619144885,0.3658365715546043,-0.7373729815188151,0.39927329536316136,0.22380213086821016,1.2070066808341502,-1.1305420194803604,0.3361720996811961,0.6736005726437542,1.4152526408487032,-1.073618150215022,-0.4369312293646314,0.18162795399791826,0.6102942431877796,-3861.3287162030724,562.9344543676771,4424.26317057075,0,1,0
1,0.5416254346495211,0.551704200092791,0.5135651387997205,0.4602205267878719,0.5305230751405239,1.037513306105785,1.5359854022045976,2.021578872326982,2.470961844480201,0.8454390196230696,1.7393875439248183,1.437657115478796,2.5935024203463977,1.1577195946334193,2.2116523443411027,2.268544746411075,2.895773318623165,1.586514301363359,2.0480959721883956,2.1641466360092885,3.107314488500631,0.9445287683726409,2.26629999689462,2.53521996767828,3.227884268463851,0.4541751395542915,0.45361080531321013,0.491611345876096,0.46715608394903957,0.5026859807354809,0.48003225704762903,0.45850545154163436,0.4723182159251759,0.4685206206570377,0.46833846878426433,0.4715328018526448,0.47947291666881375,0.48889612624399437,0.49310714094782093,0.4851021091150055,0.5142462289695526,0.48276312291950485,0.48047304933889906,0.4856807830147469,0.4780035222106962,-0.8072472693147041,0.30847739591850915,-1.6228405186786357,-1.126054165333339,-0.6865189685767957,-0.20520444768223456,-1.4680181586523926,-0.5512012625640499,-0.8321162704343866,0.315143761588831,-1.4712471897504786,-0.4183566206689295,-0.36622972473640414,0.2498939215698821,-1.1888991866894898,-0.7361825882687609,-0.6025595910363621,0.2857328517732227,-1.9640783723002007,-0.6444615228521893,-0.37892874992296566,0.32664057942593266,-3245.8068164485117,597.0273243561517,3842.8341408046635,1,1,0
2,0.6499866909176172,0.5635445956413337,0.6028010174418318,0.658008661186498,0.5519013013107501,3.8017805155337494,3.58160898890514,3.765117655927117,3.9834054784222506,2.0417048390768664,2.2299607026641257,3.265078535878481,3.709256845678436,1.9580916846665324,2.804998736843506,3.039241319166955,3.8265031109556307,1.1402149752740187,1.979011860911735,2.072458840942565,2.839597834853098,2.065733519282485,3.0275551070697437,3.39909072303943,3.7568877644957124,0.4278148807172705,0.3812063998872805,0.45625197530751666,0.4706251682342118,0.4492810383385196,0.4385398525532389,0.4614355713748144,0.4615185529574162,0.33895626491564496,0.4470066752710081,0.4570902683068706,0.44803856662211644,0.41995610621454804,0.4364614378068353,0.4309549354925861,0.45514031244995296,0.40746526981779047,0.5069333051627724,0.4603980992489113,0.48173826127708164,-1.3768430487318388,0.20151649856387646,-2.823305741600656,-2.3677589341760465,-0.7049868619649788,0.007604193916279997,-1.8942236677645328,-1.699144930710618,-0.6613504244797319,-0.4020249520948939,-1.6116225507126258,-0.789461439488291,-0.5749358325182921,0.36628071631596304,-1.0016171686816235,-0.16466716687357708,-0.06997747528478787,0.6889050567566871,-1.737662736163122,-0.7715872460991682,-0.4084642048552826,-0.08225084612499052,-2324.272191137545,590.4106403001416,2914.6828314376867,2,1,0
3,0.4378342967708078,0.4788831595561446,0.4551666141815647,0.47648913048699004,0.42616537581088315,1.9818173369591723,2.762191827674045,2.892985252086741,3.6291115807661525,1.9135608900370653,2.28276551189142,2.9378281252349483,4.102668863856578,1.2823993393563677,2.4003070960213266,2.4449680630144632,3.720298981316087,1.00757145735731,2.117142338643469,3.219354689661617,3.8584945452249904,0.8176475210041454,2.137408796971874,2.37756125148716,3.305357211650791,0.4964627872925416,0.5123188902471763,0.4963797821294138,0.49962571821322904,0.4841458153821136,0.4754289040620014,0.48893220972123996,0.49627853869863475,0.4831590455095836,0.4776714550492848,0.48021636200707163,0.48983582732376224,0.48629719022979423,0.4844993027668004,0.4879369285163706,0.49150201155406864,0.4929747546409833,0.5107721593532082,0.5001795022671452,0.501426295448251,-1.3379651225315896,0.20784489258624536,-0.13300925925205057,0.623883042950287,0.7869740655201167,1.5185213421727104,-0.19566564518565047,0.18975312093096927,0.8323203256354343,1.9907879407055484,-0.48836279677650324,0.6422342724628982,0.6846631555496581,1.9481451137926755,-0.21241062336886365,0.8934015756012029,1.9913621578399952,2.626232352285118,-0.623862324093957,0.6674616936854717,0.918697251476211,1.8500108247854838,-5652.3988097647125,601.9408848799922,6254.339694644705,3,1,0
4,0.5416514439158053,0.5401524222783209,0.533768905047992,0.5531101501481644,0.5619933386026069,1.7846510877438793,2.1771208199392627,2.2905646058827975,3.556642974921574,1.6536252175932074,2.1071023073446145,2.164838928871766,3.804422777868234,1.3381885345612583,1.9559501098728043,2.468419412645641,2.6139500747185256,1.3088455594567787,1.728066744955265,2.147524397375952,2.9470288776874365,1.2484522308544368,2.3503768470141915,2.914115411547859,2.9365626802720834,0.49741902518112907,0.45220038066969154,0.464353378475808,0.4929151037365986,0.45562067443496285,0.46423343245567944,0.4473186648483338,0.4832423735708212,0.4627535793874418,0.4506871293661842,0.45952237644665855,0.45648470069326325,0.4687549766389542,0.45111132339753207,0.49678355502039456,0.48302364111755003,0.4824675913133166,0.4816388687601587,0.4857341175985844,0.4578861032280166,-1.5085059053469185,0.18116032346345515,0.15372363786627632,0.5804225836105003,0.6744542363453386,1.915824485670399,0.030758152360179942,0.49092200457448176,0.5669625726321169,2.161673478805073,-0.20113015345108334,0.42493348632684347,0.9384977977635784,1.085550840114425,0.0623349753946594,0.492959105662599,0.8761819555419694,1.6820963256350452,-0.05382276475341983,1.025778343211478,1.5813544967577366,1.6270291513052815,-5135.169299436786,601.0530066755441,5736.2223061123295,4,1,0
5,0.4816156509490041,0.5126538151740866,0.5023377974889849,0.5564606545857689,0.4847794513472164,0.8158646502212694,1.818968694311379,3.9692725175325374,3.545624183473227,1.3923376633486877,1.8614530223627634,3.0340273587197912,3.2419122801006015,1.6411921932289322,1.8067999916031277,2.8763239013867596,4.382634934236187,1.2258717032120925,1.9525117538619787,2.440726644047485,2.953566350914848,1.21949776791791,2.594141108741915,3.075867415348866,3.308087185223237,0.49086286969705145,0.4781376324974985,0.5170654397147754,0.48419092003106423,0.44922379217590086,0.45746106107388157,0.48733320064358765,0.4654843357771472,0.521299215073268,0.4821070598159258,0.47205490685241835,0.4985212584130315,0.4419121042527856,0.44178915594437357,0.45941219743632977,0.4503467226600637,0.48682881054168775,0.48020156500120487,0.49161688625788064,0.48620334359674794,-1.5853472703242255,0.17003951072146636,-0.4663961282955182,0.5410603120939128,2.6642318366654187,2.256325653351607,-0.28145781645153645,0.17419010973762442,1.3192681415344252,1.5448180733647676,-0.0372166563924464,0.1645187394977396,1.2346575916087366,2.7201714697064983,-0.2076283194563583,0.5141244581207198,0.988473663845724,1.5068678181399495,-0.39068238564573726,0.9896382220126047,1.4606019485498136,1.6970531241392766,-4806.946618741635,599.4768686935586,5406.423487435193,5,1,0
6,0.5253067486745472,0.5463810107927826,0.5101459519851043,0.5302649101411318,0.5147621934989346,1.1364326965580527,1.0491226790962755,1.8931734689946553,2.8226783042431287,1.2837382424202786,1.929119911129006,1.8048083045778096,3.2129507806916147,1.1712176846799442,1.5288898297928197,2.631043561245648,2.6886702996553726,0.8048192568950582,2.005916480487378,2.388154170597554,2.9276465163887617,1.2397996759228485,1.443492889668004,2.483688885455724,2.799421874720139,0.5449448397006784,0.5453450830440257,0.5419702182310143,0.5315514800432438,0.5614417921823952,0.5582232316553188,0.5392872196663435,0.5289870484567994,0.5173434760234098,0.5268520569673935,0.5456892445413088,0.5039425165861939,0.5553551307643991,0.5412538985740806,0.5359015923272737,0.5508930689786345,0.5577342101490399,0.5439384695355117,0.5373465851100419,0.5198478060863487,-1.3039069596405126,0.213508216362447,-0.3806682800150224,-0.47176054213470336,0.3775327241207224,1.314254042284036,-0.6106343628625984,0.05223537429361076,-0.06591334006058232,1.3458649241515295,-0.7505144319892423,-0.3952041864525755,0.698334710700291,0.800145899839781,-0.5208133999276813,0.6858558031401846,1.06758117745655,1.5977702856785245,-0.3324813576529971,-0.09712191353595204,0.9396249372350663,1.2763874222535523,-5360.093473556425,599.3983888251464,5959.491862381572,6,1,0
7,0.5302897365468373,0.5111101013835514,0.5405653352732497,0.6193118772406547,0.5446995082987417,1.472981633471177,2.010839976984513,2.6749074154414805,3.221952556183314,1.9482521921838016,2.3314962463651816,2.4859937202663684,3.1319599784880365,3.5360787589295564,4.657740957233302,5.505585194139576,4.931361387482586,1.6700502800702919,2.0210109494362336,2.2458515275615833,3.0612469766452324,1.3606805237957782,2.029987421482916,2.8203328968854957,3.07690197152419,0.44506164578346513,0.47056715864123416,0.4762674145903852,0.4648645416333655,0.493416502161346,0.4941866390885359,0.45176615748222704,0.4778120635562062,0.5024262574747171,0.4635332858638604,0.49250063159486,0.4740638109243503,0.40311247447962206,0.41686536187864476,0.4528980610333295,0.44839703105268375,0.4619863280744886,0.4359776254599661,0.46059791201551453,0.4617175874897938,-1.540218446428009,0.17650352134084177,-0.6645765943570637,-0.12793623661992914,0.5301951186287578,1.0922863130501355,-0.3002383509360898,0.09987883946778475,0.282769890520683,0.9068538166002463,-2.1584863109061403,-0.9472417412843571,-0.23759126630969074,0.03177827758035129,-0.267851436535358,0.07846618823465341,0.27633195977633807,1.0951023672298446,-0.5001779835578788,0.20624126270000068,0.9693223355618173,1.2343336157970564,-2936.0077115654003,590.689433985217,3526.6971455506173,7,1,0
8,0.516129236393928,0.4890454679999103,0.5420060949026103,0.4894422168213216,0.5132513727547255,1.2797991560652382,1.8180713764177527,1.946657613829761,2.352945945333911,1.4872838905771797,1.74342934997316,2.510539352847705,2.4923200263049363,1.2835090179164308,1.7547038505445303,2.2398704533574745,2.7421652763003315,1.5076076843514215,1.6216255598873826,2.120346473423897,2.8694366934905835,1.0877133810773254,2.4307640765837766,2.2086421974735764,2.384857316247766,0.5684292431519636,0.6159928656749871,0.5656217875045068,0.5296159473288501,0.5911101771591781,0.6242031285107812,0.6405417521015182,0.5831742902236586,0.5913358618100377,0.5740815960005414,0.5465506792855597,0.5628998841862342,0.5871772056981661,0.5380323812418304,0.6008173637112433,0.5803038095675596,0.5658838564313662,0.5952555419171696,0.5404960161446412,0.5577945015446034,-0.9740707351308981,0.274069862342607,-0.38038181467948634,0.10601529770978484,0.284378810675513,0.7370677821126227,-0.43717706113380983,-0.22412826247726592,0.5245497228520164,0.5826795787189551,-0.3212586039468308,0.15531607327417898,0.6678036939460297,1.158493197373802,-0.06161035321091711,0.09680774249141774,0.5303881093296728,1.3101941470320109,-0.3383696128118945,0.9748371130690142,0.799530256085956,0.9606280928708915,-7122.316528721705,603.4032445184715,7725.719773240176,8,1,0
9,0.5122555261139875,0.5619876634850138,0.4204338721740132,0.4101450475664059,0.49153313125000336,1.9186711178230533,2.6334511301385106,2.1633596360540452,3.1390098984841215,1.6920233262053914,1.7344563679547034,1.7962122460704655,2.472534583111087,2.0794963091539733,2.4253037178630685,2.2889122373167328,3.2778669891093326,0.9584189123248282,3.0531814077765413,3.450461661247798,4.127674199542777,0.8951246945728741,2.113808972875609,2.3559385696474364,3.544849894811658,0.48220000664842905,0.49600595829815314,0.48479575016539317,0.4976737781230413,0.45315354680103614,0.4691239150331187,0.4677025936051746,0.4618182910030571,0.5054605813974998,0.4971190485032433,0.4920906340998426,0.4983807074546726,0.5316770624787209,0.5032710905344085,0.5266965259186326,0.5134447266295247,0.4782584285857105,0.4777669923590201,0.48445603029651835,0.47738311335688144,-1.2894638114514057,0.21594358012437304,0.06214113368642554,0.7578013421942895,0.3003434386834541,1.2624480310518493,0.11786002286182437,0.1504770125369733,0.21280157868866126,0.8874432211060592,0.23334334320356412,0.5879753801413365,0.46420384883329496,1.4374320559827034,-0.7984846667884944,1.3374618962768254,1.704768717877331,2.396712767025005,-0.8750646674220472,0.32781443803456456,0.5656566460387497,1.7695863409628394,-4616.356364717814,596.1813420352822,5212.537706753096,9,1,0
